-0.000000, -0.000898, -0.046142, 0.094714, -0.048572, 0.000898, 
-0.000000, -0.003775, -0.094422, 0.193830, -0.099408, 0.003775, 
-0.000000, -0.008411, -0.140461, 0.288368, -0.147907, 0.008411, 
-0.000000, -0.014591, -0.184161, 0.378134, -0.193974, 0.014591, 
-0.000000, -0.022102, -0.225421, 0.462929, -0.237508, 0.022102, 
-0.000000, -0.030727, -0.264141, 0.542545, -0.278404, 0.030727, 
-0.000000, -0.040238, -0.300215, 0.616766, -0.316551, 0.040238, 
-0.000000, -0.050387, -0.333534, 0.685362, -0.351829, 0.050387, 
-0.000000, -0.060901, -0.363982, 0.748094, -0.384111, 0.060901, 
-0.000000, -0.071482, -0.391439, 0.804701, -0.413262, 0.071482, 
-0.000000, -0.081802, -0.415770, 0.854900, -0.439130, 0.081802, 
-0.000000, -0.091506, -0.436829, 0.898377, -0.461548, 0.091506, 
-0.000000, -0.100214, -0.454444, 0.934768, -0.480324, 0.100214, 
-0.000000, -0.107525, -0.468413, 0.963641, -0.495228, 0.107525, 
-0.000000, -0.113031, -0.478485, 0.984468, -0.505983, 0.113031, 
-0.000000, -0.116325, -0.484339, 0.996577, -0.512238, 0.116325, 
-0.000000, -0.116745, -0.485381, 0.999577, -0.514197, 0.116745, 
-0.000000, -0.114904, -0.483576, 1.000350, -0.516775, 0.114904, 
-0.000000, -0.110580, -0.479130, 1.002041, -0.522911, 0.110580, 
-0.000000, -0.102762, -0.470725, 1.004649, -0.533924, 0.102762, 
-0.000000, -0.090424, -0.456749, 1.007585, -0.550837, 0.090424, 
-0.000000, -0.072531, -0.435128, 1.009290, -0.574162, 0.072531, 
-0.000000, -0.048033, -0.403138, 1.006746, -0.603608, 0.048033, 
-0.000000, -0.015889, -0.357197, 0.994826, -0.637629, 0.015889, 
0.000000, 0.003295, -0.332821, 0.991496, -0.658676, -0.003295, 
0.000000, 0.003277, -0.348968, 1.017813, -0.668845, -0.003277, 
0.000000, 0.003246, -0.374053, 1.057754, -0.683701, -0.003246, 
0.000000, 0.003199, -0.405990, 1.107025, -0.701035, -0.003199, 
0.000000, 0.003136, -0.442894, 1.161697, -0.718803, -0.003136, 
0.000000, 0.003055, -0.483132, 1.218351, -0.735219, -0.003055, 
0.000000, 0.002956, -0.525297, 1.274066, -0.748769, -0.002956, 
0.000000, 0.002836, -0.568135, 1.326328, -0.758193, -0.002836, 
0.000000, 0.002694, -0.610467, 1.372921, -0.762454, -0.002694, 
